outcome,Trend,category,b_APOMO95445,pval_APOMO95445,b_CD276,pval_CD276,b_Dementia ,pval_Dementia ,b_Dementia in Alzheimer disease ,pval_Dementia in Alzheimer disease ,b_Dementia in other diseases classified elsewhere ,pval_Dementia in other diseases classified elsewhere ,b_EGFRP00533,pval_EGFRP00533,b_GDF15Q99988,pval_GDF15Q99988,b_GHRLQ9UBU3,pval_GHRLQ9UBU3,b_LGALS4P56470,pval_LGALS4P56470,b_Unspecified dementia ,pval_Unspecified dementia ,b_Vascular dementia ,pval_Vascular dementia ,b_demenitameta,pval_demenitameta,pval_anycause
X-12851 levels ,met1400,5,-0.083316427,0.0558821072186946,0,1,-0.030814527,0.748227681460987,0.0490233406564754,0.800641170289692,0.225560863230803,0.499487527544817,-0.091466374,0.187365135315566,0.022177706170055,0.698697461794031,-0.048998628,0.350672399732524,0.0026532098977609,0.949311070471693,-0.117277083,0.53464583167259,-0.125617394,0.581436622653833,1.15285771715196,0.248395286901509,1
X-12906 levels ,met1400,5,-0.079181882,0.083195668350836,-0.003013517,0.937068156306623,0,1,0,1,0,1,-0.048734623,0.514115029444048,0.0858957316342226,0.117121629762769,0.0832774825693713,0.123123660195541,0.0086063567699692,0.850545062056705,0,1,0,1,0,1,1
X-13007 levels ,met1400,5,0.0457713437751755,0.398644602334033,0,1,0,1,0,1,0,1,0.0367625464186845,0.623541975586751,-0.012796963,0.867133395089959,-0.013316882,0.818419197141564,0.0429079139955421,0.350236635889901,0,1,0,1,0,1,1
X-13431 levels ,met1400,5,-0.028145181,0.495113992970134,0,1,0.0085432176394459,0.598217440185412,0.003708373523163,0.891413256455373,-0.032484604,0.564895849382068,-0.108587045,0.24105576118524,0.13937825056648,0.0098018259797282,-0.068661375,0.218681417718919,-0.02932539,0.455697143996017,-0.024590857,0.443095017225273,-0.008571808,0.872091653286961,0.122548806405762,0.57434804591877,1
X-13507 levels ,met1400,5,-0.004776174,0.908893739426768,-0.006953562,0.844301218605176,0,1,0,1,0,1,0.0268751345261012,0.706278975871191,-0.04004335,0.632009159265278,0.107000394656679,0.0599884233394761,-0.00752029,0.856686887583894,0,1,0,1,0,1,1
X-13553 levels ,met1400,5,0.0552622005436336,0.195410690631305,0.0386924019524478,0.229952397101838,0.255779410026323,0.128318106015353,0.210015799591494,0.187465627481253,0.179787949883894,0.647644195147101,-0.064966339,0.401752237565122,0.0067692226421668,0.896647927504419,0.0136357365111164,0.811768339488129,0.024232216708782,0.507107346092314,0.248785550262607,0.512806483576342,0.28804465064195,0.5471353315123,2.22538640914696,0.0097944792750847,0.0097944792750847
X-13684 levels ,met1400,5,-0.024168911,0.641590210585366,0,1,0.0472938166220992,0.342177466963761,0.0337523684810861,0.672263893460462,0.120672428690682,0.236894116401588,0.0589474583482336,0.488176914803178,-0.029106131,0.604968508302584,-0.037783844,0.433303912192451,-0.049731997,0.261220266465152,0.0388797789399195,0.669723864572431,0.118703923274294,0.163101405552679,0.267397499166952,0.61032852970023,1
X-13695 levels ,met1400,5,-0.03745744,0.464609601453469,0,1,0,1,0,1,0,1,0.0160678803789382,0.823975686743397,0.0116608029206209,0.847470499052971,0.0360436015904642,0.52216756547657,-0.070697252,0.206521731648568,0,1,0,1,0,1,1
X-13723 levels ,met1400,5,0.0220865364127896,0.672649868731839,-0.033858008,0.458140420265353,0,1,0,1,0,1,0.0418921565346699,0.60539767359828,0.0059228300366749,0.930772122853211,0.0001402801474416,0.998407275432926,-0.058543763,0.236758585604983,0,1,0,1,0,1,1
X-13728 levels ,met1400,5,0.020021688717435,0.639964049339571,0,1,0,1,0,1,0,1,0.0659289509450564,0.376810209059975,0.101654622356149,0.0699352761977177,0.0461101918726044,0.369266502459694,0.0281579477299976,0.557178368453819,0,1,0,1,0,1,1
X-13729 levels ,met1400,5,-0.045303371,0.359470895630132,0.0197905064156322,0.598793205661223,0,1,0,1,0,1,-0.029465033,0.75711239157215,0.0471317737048922,0.479996433974479,0.0426045437501603,0.410399237528294,0.0430737724519839,0.283100955084205,0,1,0,1,0,1,1
X-13844 levels ,met1400,5,-0.047249264,0.32848278706099,-0.003076775,0.933030252649386,0,1,0,1,0,1,0.0356686097488319,0.600146391747213,-0.010709178,0.967522291436383,0.0417250844102803,0.4598048545817,-0.015917236,0.701605360649988,0,1,0,1,0,1,1
X-13866 levels ,met1400,5,-0.087384528,0.0314181830937378,-0.041222938,0.365014226277266,0,1,0,1,0,1,-0.015962473,0.834139430397179,0.081811957051728,0.12547283656279,-0.066819269,0.263093547359308,-0.015362898,0.69322414482856,0,1,0,1,0,1,1
X-14056 levels ,met1400,5,0.0073240821825374,0.893149022491927,0,1,0,1,0,1,0,1,-0.095199659,0.284110115413638,0.0464214602474733,0.389333382502994,-0.05132328,0.39579840231066,0.0264329174927402,0.634293061894493,0,1,0,1,0,1,1
X-14939 levels ,met1400,5,-0.020863709,0.612286515901157,0.0443259242880037,0.244223162167991,-0.044594172,0.358751035136838,-0.053822046,0.508786859117314,-0.253148986,0.13430319012263,0.0114765501295012,0.857564745224748,0.0146326705733419,0.848158625018296,-0.033102098,0.559205478989325,-0.077283599,0.0507042701229005,-0.015509584,0.871921248311097,-0.131711478,0.623670874315008,-0.646675464,0.0030113532053659,0.0030113532053659
X-15461 levels ,met1400,5,0.0291815231403119,0.510758313318952,0,1,0,1,0,1,0,1,-0.119336038,0.0566046739946442,0.0200136742067789,0.761551442206505,-0.035841018,0.482787835332595,0.0528498388484405,0.406094857904474,0,1,0,1,0,1,1
X-15486 levels ,met1400,5,-0.006869812,0.865900042194506,-0.003637634,0.916214810064269,0,1,0,1,0,1,0.0311950117175567,0.624139834523861,0.0903582846462545,0.106476734968979,-0.003270665,0.946836604665961,0.0008688198021905,0.985705992396294,0,1,0,1,0,1,1
X-15503 levels ,met1400,5,0.0016001795854418,0.970109218220451,-0.019701376,0.537516889359189,-0.028521848,0.659189224429677,-0.001827861,0.987298937814852,0.039147677376316,0.797428465461046,0.034071825235907,0.62219891281994,0.023423267934216,0.636830388261257,0.0432454546390623,0.421667432356097,0.036663622567656,0.484047339674152,-0.049715399,0.567657076061397,-0.232870641,0.113254990265929,1.40188543475408,0.682373014366766,1
X-15523 levels ,met1400,5,0.0714609582411098,0.153804820384242,-0.101042086,0.0069883629941652,-0.008220166,0.191599053041356,-0.023275665,0.0266338790306003,-0.001809483,0.934201092199034,0.014139008263577,0.833426636460814,-0.046965046,0.405749123112051,-0.01104017,0.84566331188655,-0.003831441,0.929865177771406,-0.007268209,0.563727124790524,-0.003660706,0.808124180791719,-0.010613323,0.921314845562948,0.0266338790306003
X-15728 levels ,met1400,5,-0.011702562,0.798872714147099,0,1,0,1,0,1,0,1,-0.016865974,0.799839816532851,0.027144504265303,0.66118870027301,0.0510060263157735,0.317708907670393,-0.026696678,0.512550261744474,0,1,0,1,0,1,1
X-16087 levels ,met1400,5,0.0168385733380863,0.709527957018313,0.0079807578511766,0.833137684234902,-0.009350105,0.770950146000862,-0.040658245,0.463392974765847,-0.134414075,0.362783880687484,-0.016338251,0.809919438518816,0.0841453156441466,0.138389433161682,0.0501026804140169,0.405373362619073,-0.033222876,0.527641957320716,-0.051184431,0.592269190381753,0.0172377317568298,0.879020489894968,0.435497481283811,0.767177768908892,1
X-16124 levels ,met1400,5,0.0919049108442324,0.102474470862577,0,1,0,1,0,1,0,1,-0.045150528,0.574435041539084,-0.010773652,0.878618462561165,-0.024340309,0.706962053908929,-0.056987662,0.273802404203149,0,1,0,1,0,1,1
X-16397 levels ,met1400,5,0.0131289376897862,0.754961767262291,0.0032328066983117,0.935661838378586,-0.031705555,0.648138891389407,-0.051585458,0.657495561934409,0.0640742866631377,0.862853121900028,-0.054829826,0.439080189568246,0.0064505803213493,0.906846873638954,-0.04894799,0.34685503497482,0.0261407520409032,0.518986282978233,-0.005212128,0.970315743050598,0.0499142041043608,0.763189832142049,1.42625446990309,0.199827849543223,1
X-16580 levels ,met1400,5,-0.018229328,0.655988088695765,0,1,0,1,0,1,0,1,-0.062871877,0.357812718993237,0.0208289588791129,0.770069906266359,-0.105243872,0.0382424804005337,0.0226885194647811,0.628324563482495,0,1,0,1,0,1,1
X-16935 levels ,met1400,5,-0.092722323,0.0440673805965985,0,1,-0.023340516,0.341953129839332,0.0094351297504537,0.880117661406028,0.0680880409032374,0.515162791430137,-0.022311177,0.731948739500554,-0.019136557,0.725844429888325,-0.064892533,0.196769504314879,0.0304206015968161,0.446381450236295,-0.04097113,0.398279604980847,-0.017005522,0.771306918245244,-0.279921764,0.710274921673332,1
X-16964 levels ,met1400,5,-0.038726626,0.436647937190087,-0.019077017,0.600346101262834,0,1,0,1,0,1,-0.080637882,0.236900859299176,-0.017373373,0.77715119163802,-0.037798907,0.549881222851393,-0.035410531,0.405040189087227,0,1,0,1,0,1,1
X-17010 levels ,met1400,5,0.0508430108288182,0.240203215162171,0,1,0,1,0,1,0,1,0.0529655598783388,0.428291613923182,-0.01515909,0.787374450102979,0.101009006252939,0.113738465938049,0.0549265880414723,0.278798326055825,0,1,0,1,0,1,1
X-17146 levels ,met1400,5,-0.009653629,0.824865332937401,0,1,0,1,0,1,0,1,0.0004967445735049,0.994515434434745,0.0259197329306451,0.646829931659984,0.0615306080777464,0.233339042687944,0.0785800392236303,0.0826260498069399,0,1,0,1,0,1,1
X-17325 levels ,met1400,5,-0.004414671,0.927183696332564,0.0006599793441711,0.986970708301835,0,1,0,1,0,1,0.0048553716551764,0.953769494883506,0.119729668158688,0.0361923017712261,0.0738358058065685,0.183671694472794,-0.05460595,0.191592214860683,0,1,0,1,0,1,1
X-17328 levels ,met1400,5,0.0137163530427743,0.778255271436326,0,1,0,1,0,1,0,1,0.0795417364895541,0.294060969188471,0.0440077677528251,0.616849103818097,0.0371018470149107,0.544267033100706,-0.032300407,0.491015634047265,0,1,0,1,0,1,1
X-17335 levels ,met1400,5,-0.052094504,0.218368693147783,0,1,0,1,0,1,0,1,0.0047748738293117,0.942919749888788,0.0668566276481433,0.231208755378368,-0.088984599,0.0838026405298838,0.0105659416617299,0.795516364408234,0,1,0,1,0,1,1
X-17346 levels ,met1400,5,-0.043480096,0.349419535004823,0,1,0,1,0,1,0,1,-0.007295929,0.920627188427788,0.120346477988706,0.0501304359877715,0.0072057557511549,0.901528125814107,-0.01966218,0.687281843065577,0,1,0,1,0,1,1
X-17351 levels ,met1400,5,-0.027336035,0.536552797536267,0,1,0,1,0,1,0,1,0.105991954616072,0.120712286277695,0.0160096379147854,0.78011941452044,0.012153562356879,0.871864446907645,0.0157835883597163,0.754750588245458,0,1,0,1,0,1,1
X-17354 levels ,met1400,5,0.0290820140712713,0.568331186163767,0,1,0,1,0,1,0,1,0.0140313367212193,0.866796637548146,-0.031971873,0.634436782211957,0.0519977840874614,0.411297715178918,-0.020908415,0.669994069726741,0,1,0,1,0,1,1
X-17357 levels ,met1400,5,-0.043337621,0.45942813767077,0,1,-0.036628393,0.527173583955299,-0.058487061,0.579970579803991,-0.271911219,0.0175502885750746,0.0266135968109451,0.764718768100081,0.0647646674903669,0.285639728641599,0.0002307608511786,0.996269261044429,0.0129897611490697,0.83108120777976,-0.00115763,0.987696886187723,-0.12376155,0.159577539689649,0.881634449942461,0.201713938608292,0.0175502885750746
X-17367 levels ,met1400,5,0.0121745186935306,0.800969100364546,-0.013269057,0.745606023534143,-0.148521752,0.0022023479228203,-0.258127913,0.0602544103117776,-0.18517184,0.210423354198898,-0.018339599,0.826680891524445,0.134022908438997,0.0907410581937053,0.0268352809168089,0.642885069444142,-0.037808916,0.414202386236515,-0.094681989,0.261393916954012,-0.154748565,0.127606046144364,0,1,0.0022023479228203
X-17438 levels ,met1400,5,-0.021109231,0.664469999445307,0.0013522120093237,0.975635442924594,0,1,0,1,0,1,-0.051284618,0.495406966003855,0.0234710646452874,0.692070006609397,0.0412013709242873,0.44877468993397,0.0012313855994435,0.977225563747563,0,1,0,1,0,1,1
X-17653 levels ,met1400,5,-0.060301681,0.147353691439632,0.0383613806836025,0.280685194390163,-0.045827614,0.144846271469945,-0.059033603,0.260687556094781,-0.130279779,0.233075725025786,-0.039258086,0.60194065009878,-0.032405965,0.56163439418841,-0.01912336,0.746957208104269,-0.040462967,0.312045290161333,-0.039129925,0.528661017244594,-0.144121236,0.0777569720939928,0.229282068421432,0.309869328845671,1
X-17654 levels ,met1400,5,-0.039226837,0.350581237045078,0.0342894135552288,0.50838496065481,-0.018547846,0.483884973120599,-0.060434637,0.270867725368473,-0.100970074,0.215501401050497,-0.044309039,0.507236449594143,-0.041826171,0.445796564998752,-0.050281168,0.38084703690205,-0.016222452,0.707938378688613,-0.027964325,0.547797743692142,-0.069911031,0.296766341642057,-0.315198551,0.449900625523252,1
X-17676 levels ,met1400,5,-0.023222422,0.574705275018865,0,1,-0.044947713,0.496622137975654,-0.100374631,0.234940917735021,-0.04155751,0.814737054107356,0.0195520074106572,0.787505715778637,-0.027942449,0.690197290635906,0.0846910639397855,0.110974627009095,-0.031545622,0.623808643741234,0.0414611919333649,0.673741005607602,-0.018353804,0.911539470117575,2.9075762411879,0.0534923571163143,1
X-17685 levels ,met1400,5,-0.005165177,0.906450025751592,-0.051031898,0.16910084621257,0,1,0,1,0,1,0.110168693797622,0.190586273558215,-0.000887412,0.988395504381634,-0.018295269,0.792611438343877,0.0367518522490871,0.44822647711782,0,1,0,1,0,1,1
X-17690 levels ,met1400,5,-0.054403961,0.28860526413913,0.0279061205337193,0.464779764005783,-0.056422306,0.344531878714655,0.0716099774491109,0.614208350148019,-0.265531225,0.11476559221552,-0.001852643,0.979091333807219,0.0986563629655706,0.0945424834194476,0.0486447631363433,0.433519920051352,-0.036209077,0.40330744084761,-0.069464443,0.465996218299827,-0.157049162,0.455345971237291,0,1,1
X-18345 levels ,met1400,5,-0.051547182,0.386284636263363,0,1,0,1,0,1,0,1,0.0153878438874686,0.855465917846741,-0.025283083,0.771242608117003,0.0113990322638383,0.866844026402049,0.0027268163805273,0.955341838716571,0,1,0,1,0,1,1
X-18779 levels ,met1400,5,0.003172641337727,0.938832671263855,0.037072986798129,0.294658997815524,0,1,0,1,0,1,-0.042469011,0.511886148079805,-0.007747827,0.886793803252915,0.0547444340990123,0.271169501662125,0.0056869492137813,0.915314518883616,0,1,0,1,0,1,1
X-18886 levels ,met1400,5,-0.045583663,0.313116806894465,-0.012459569,0.718577248919771,0,1,0,1,0,1,-0.056232129,0.397723579403733,-0.13564455,0.665298891048438,-0.079469832,0.186367572543417,0.0277889893162945,0.480419738111183,0,1,0,1,0,1,1
X-18887 levels ,met1400,5,-0.055627689,0.212369814342705,0,1,0,1,0,1,0,1,0.0034165904902233,0.96085176516586,0.08468425466561,0.148208338621566,0.0399271324060499,0.56400108150851,0.0751170489500415,0.0794963407371837,0,1,0,1,0,1,1
X-18888 levels ,met1400,5,-0.05153606,0.309104018414915,0,1,0.0279716075906151,0.710499868616337,0.141754031578304,0.30895205538069,0.185839187218611,0.38663175159496,0.160931936147627,0.118051516236429,0.0282125731970706,0.638834456502537,-0.037230847,0.530571557788487,0.0662447636222069,0.111496906846359,0.0580758662752905,0.747410757057659,0.0064398052891237,0.968643025566784,-0.023523472,0.978998392099135,1
X-18901 levels ,met1400,5,-0.011467814,0.78015400210639,-0.043747119,0.215466250239642,0,1,0,1,0,1,-0.057807618,0.369695095134639,0.048028854491108,0.374018297122704,0.094440395876588,0.124466290063793,-0.061854613,0.170925491696225,0,1,0,1,0,1,1
X-18913 levels ,met1400,5,0.0262279352625814,0.56197518069425,-0.041008831,0.241678661690243,0,1,0,1,0,1,0.0179529235915752,0.846344595362655,0.0154601295932023,0.776271349518431,0.159417252057238,0.0013932972798817,-0.034435209,0.450926824719592,0,1,0,1,0,1,1
X-18921 levels ,met1400,5,-0.009163338,0.825176260641591,0,1,-0.022800201,0.368221560792221,-0.043375606,0.306931000924609,0.0920458826015851,0.472867125494585,0.0573214229522243,0.47013775774261,0.067573742229775,0.280206732335651,-0.037873054,0.504293889170451,-0.0195276,0.623744433947561,-0.071014378,0.201339475083032,-0.087671369,0.146072443106366,0,1,1
X-18922 levels ,met1400,5,0.0022228790853578,0.960581013259883,0,1,-0.06936954,0.0152093326040699,-0.052819765,0.268990446613956,-0.116787301,0.322794475701321,0.0169010328958627,0.847905347971787,0.0204307504742735,0.709380630838218,-0.050154746,0.316881427492085,-0.092750478,0.0200958720778684,-0.052696965,0.350585528687668,-0.088911296,0.311715866830919,-0.343397939,0.174750877166065,0.0152093326040699
X-18935 levels ,met1400,5,0.0131944129308711,0.803463149024194,-0.006658061,0.895435758658154,0,1,0,1,0,1,0.024378747939032,0.770752709189043,-0.143813439,0.0406220505375506,0.149043224780553,0.0199598166163281,0.0396436067534042,0.435647508545074,0,1,0,1,0,1,1
X-19141 levels ,met1400,5,0.0089500315057927,0.873893369130876,-0.051782979,0.134976273896349,-0.013708072,0.339115589074138,-0.056021826,0.0267547384810308,-0.011601185,0.815883425854123,0.0331483620749479,0.605489170986347,-0.067673689,0.381807768004199,0.0644292830581814,0.196782541746819,0.017547712149487,0.655023163360263,-0.011506406,0.685210026555536,0.0129896993571627,0.704628244570877,0.183157314929834,0.355598329552284,0.0267547384810308
X-19299 levels ,met1400,5,0.0959865749505745,0.047340871284902,0,1,0,1,0,1,0,1,0.0377797796896786,0.617329203439684,-0.140680583,0.0250332039694818,0.009297161324401,0.879777996337405,0.0517849761432008,0.265114327633389,0,1,0,1,0,1,1
X-19438 levels ,met1400,5,-0.020426692,0.649314570397586,0,1,0,1,0,1,0,1,-0.047490386,0.495662873382413,-0.043311272,0.45058640477675,-0.055768882,0.28754291427833,-0.03236993,0.477466050290108,0,1,0,1,0,1,1
X-21258 levels ,met1400,5,-0.013577574,0.768631138642823,0.0224623025899507,0.526668005212322,0,1,0,1,0,1,0.0064715815889252,0.921495119920188,0.0147893619631455,0.788383224223608,0.100124661651105,0.068245652229296,0.0291107934481838,0.471149422186813,0,1,0,1,0,1,1
X-21283 levels ,met1400,5,0.0409798517700606,0.352991929890885,0.0222100000488346,0.561674547521687,0,1,0,1,0,1,0.120432462177334,0.0801077722554443,0.0795507825872155,0.184462894696509,0.0747929651739572,0.163073015521454,0.0175987570183031,0.796631919067843,0,1,0,1,0,1,1
X-21285 levels ,met1400,5,-0.007393466,0.891298418781933,0,1,-0.021546401,0.880864321717749,0.0076253673047233,0.956717441353786,-0.083822851,0.709877948291494,-0.031779318,0.663243528825827,-0.110981578,0.0685588636472155,-0.035474239,0.634316555334016,-0.023042501,0.696850959810409,0.0147111021083379,0.945974346588695,-0.07059004,0.743262346175374,-1.230328284,0.0020503112488371,0.0020503112488371
X-21286 levels ,met1400,5,-0.052710074,0.248997325815593,0,1,0.0211907919518371,0.772461899363578,0.0259089763634077,0.868106154027453,0.185415394397883,0.284500347092746,-0.036895379,0.564179449797572,-0.023759203,0.68277204554627,0.0015798351572929,0.974395505576669,-0.013237716,0.80382420728126,0.0628279218937475,0.539001847544213,0.0770200193498966,0.719531679486138,-3.457248875,0.0086864860223515,0.0086864860223515
X-21310 levels ,met1400,5,-0.045210598,0.319784585810695,0,1,0,1,0,1,0,1,-0.007523273,0.910520351724161,0.0454488750535805,0.514838322465122,0.0017441973372457,0.97423376563611,-0.01649155,0.700152855368105,0,1,0,1,0,1,1
X-21312 levels ,met1400,5,-0.045893308,0.416365688714588,0.0605647729672722,0.302565658323854,0,1,0,1,0,1,-0.04492922,0.595684726438126,0.0602225614069014,0.396642031105884,0.0285174599143842,0.675516792811733,-0.079185389,0.186188739810286,0,1,0,1,0,1,1
X-21319 levels ,met1400,5,-0.013824968,0.74148205174937,0,1,0,1,0,1,0,1,-0.01370971,0.834465318787805,0.0069906218551885,0.933574856,-0.014382562,0.776666776943613,-0.031919844,0.427559465216154,0,1,0,1,0,1,1
X-21339 levels ,met1400,5,-0.049342764,0.300590148009793,0.026176547357263,0.455069699203334,0,1,0,1,0,1,-0.051695484,0.430172157563321,-0.032007017,0.551952526626203,-0.061433225,0.214559829098433,-0.088032936,0.0571345130909764,0,1,0,1,0,1,1
X-21353 levels ,met1400,5,0.0102728333377663,0.824792638999638,0.0307148297924882,0.41717676079938,0,1,0,1,0,1,0.0060281167079446,0.951775459757207,0.066890889590927,0.209890888234593,0.0033804407397815,0.950879232031889,-0.026298145,0.507803381562768,0,1,0,1,0,1,1
X-21355 levels ,met1400,5,0.0272583998443352,0.547629034132985,-0.031130852,0.378112365733346,0,1,0,1,0,1,0.003859668226556,0.960160740400438,0.0775607773361066,0.157835892494123,0.0676915863415754,0.182257300865283,0.0222415120787021,0.582986404001407,0,1,0,1,0,1,1
X-21364 levels ,met1400,5,-0.020244879,0.614064696704062,0,1,0,1,0,1,0,1,0.120122201874608,0.0526828828853926,-0.04519459,0.384752422159941,-0.019197272,0.709193701587618,0.0114809087170613,0.76233476469551,0,1,0,1,0,1,1
X-21383 levels ,met1400,5,-0.024826135,0.551305087968121,0.0436845515635434,0.215525631641966,0,1,0,1,0,1,-0.040248264,0.537861001939653,-0.014114066,0.797170552738218,0.0470591675058615,0.350020543974559,-0.013529913,0.745626709417778,0,1,0,1,0,1,1
X-21441 levels ,met1400,5,-0.048581829,0.480721193073335,-0.036358562,0.300780547603045,0.0147330854312105,0.544724932552859,0.0091387606542672,0.876145852982705,-0.004852282,0.954319984698504,-0.124111936,0.126507362493771,-0.043597416,0.523000121196373,-0.029976687,0.550413545720023,-0.003303181,0.93824305830375,-0.009906691,0.836691094244634,0.0424947748380821,0.463079725648028,0.156946340434728,0.625236460669005,1
X-21442 levels ,met1400,5,-0.026798637,0.665569766677159,-0.041581589,0.392698902529326,-0.034344036,0.59099002879395,-0.129791259,0.237569288548741,0.0505136217376291,0.821074541898003,0.0710296962734611,0.357676727488265,-0.008717936,0.891660222274252,0.0062989478202229,0.927121773169697,-0.060496669,0.239282684799063,-0.001688638,0.989355293751151,0.0034674896442636,0.981915189068243,-1.029048621,4.054450564199e-05,4.054450564199e-05
X-21467 levels ,met1400,5,-0.044689596,0.381105410303979,0,1,-0.041057128,0.160505721157228,-0.01634028,0.799856703209631,0.0397835410398872,0.591424911029969,-0.024907912,0.727962506592465,-0.037301938,0.49484114376701,0.0218368039352967,0.686399058553863,0.0386386658515805,0.355062537566508,-0.036174975,0.390321210788973,-0.093486173,0.0655151913127183,0.353804012936033,0.131840248307568,1
X-21470 levels ,met1400,5,0.0064180071541271,0.91909545858789,0,1,-0.007986784,0.80932681024175,0.0551282697725692,0.43098669581518,-0.063160903,0.479269271540515,-0.022998223,0.787935676537078,-0.106452805,0.0547376967110453,-0.05222329,0.356152809994573,0.0445786543690628,0.433735016828109,-0.020384275,0.688669887081329,-0.089953867,0.174904046835042,0.407981052276512,0.0276617036869671,0.0276617036869671
X-21471 levels ,met1400,5,-0.063748979,0.169351516836831,0,1,-0.014182477,0.633169885356517,0.0032110183530132,0.946037953997996,-0.000110637,0.998875169953029,0.0258910985390608,0.758295776595656,-0.071501522,0.192330231357396,-0.044171761,0.418839549111981,0.0002447762880368,0.995105784322562,-0.011430147,0.79713189330114,-0.072709591,0.186694171388316,0.15617577721621,0.165515665617778,1
X-21607 levels ,met1400,5,6.05078655608817e-05,0.998843701317859,0,1,-0.045603137,0.0697606052767015,-0.054716856,0.193661780503435,0.0444983327948527,0.610593989974436,-0.000529211,0.994990463310526,0.0912897964614508,0.0963782451827912,-0.007954203,0.898567038936594,-0.000410973,0.991798073224225,-0.082862676,0.0950237281921499,-0.089913513,0.133856073949643,-0.341020237,0.449353670863996,1
X-21733 levels ,met1400,5,-0.053618427,0.242769465035579,0.0470872737094934,0.339441208113511,0.0290916879580755,0.764362762586319,-0.016635289,0.936002907856194,0.154441647987063,0.490174972423673,-0.023078881,0.738781464217004,-0.036668461,0.528213210964251,-0.023087675,0.662366793659298,-0.023639898,0.612839856622332,0.169608156529709,0.29759871669891,0.127878098888363,0.670254629644839,-5.682131402,0.330057374017133,1
X-21736 levels ,met1400,5,-0.036170234,0.434981955563892,0,1,-0.034155718,0.674842010246529,-0.157972448,0.246341370037971,0.282270903183463,0.318737485347871,-0.026218701,0.778390242111835,0.007535311215329,0.888828964976498,-0.162545315,0.0031532280760069,0.0810595579282865,0.0393319803649901,-0.266352216,0.0975066755451011,0.0550594143203783,0.824898811926421,0,1,1
X-21742 levels ,met1400,5,0.0132532700212162,0.788428894582315,0,1,0,1,0,1,0,1,-0.073941095,0.364475977753052,-0.00928005,0.882766382043638,0.0009125075407393,0.987447613977461,-0.026651292,0.564153190145192,0,1,0,1,0,1,1
X-21752 levels ,met1400,5,0.0004939357036186,0.991659191714036,0,1,0,1,0,1,0,1,-0.032945846,0.652361740784988,-0.006543243,0.925631227847693,0.035246398178566,0.532743419958706,-0.05591485,0.327815451646038,0,1,0,1,0,1,1
X-21796 levels ,met1400,5,-0.029289068,0.453726177584692,0,1,-0.09674936,0.054463550580001,0.0002335462413519,0.99778533587427,-0.0730128,0.748244027343177,-0.034364087,0.574061265678108,-0.030023992,0.614822889673975,0.0887412305912765,0.109233436544615,0.0547108770252963,0.143869785133203,-0.066923973,0.500918437328901,-0.159200401,0.18503175703869,0.0484970650480737,0.928314391315656,1
X-21807 levels ,met1400,5,0.0602786656626129,0.303269913688484,-0.072421377,0.0887798864557479,0,1,0,1,0,1,-0.04885344,0.601808071310119,-0.011406799,0.863584678619508,0.038819705542355,0.545681185782182,-0.04429109,0.357632419753974,0,1,0,1,0,1,1
X-21821 levels ,met1400,5,-0.025122569,0.55704897188648,0.0150691691420167,0.677863021064943,0,1,0,1,0,1,0.0893859647281101,0.177273489872396,0.0124554467370057,0.823182135318973,0.0165436225127459,0.781256905497065,-0.001768512,0.97046675552017,0,1,0,1,0,1,1
X-21829 levels ,met1400,5,-0.047112198,0.347982606491792,-0.005518456,0.881096768573135,-0.092467398,0.0959244673855176,-0.062912137,0.477359617333349,-0.278540072,0.144125670041608,-0.049102817,0.573980471305198,0.100426248940295,0.0616637233060968,-0.117042017,0.044328444454174,0.0357564266965277,0.382970832158043,-0.095721506,0.359060271129291,-0.128720672,0.539982142006696,-0.455954237,0.360507662221469,1
X-21834 levels ,met1400,5,-0.003185492,0.942321265456986,-0.048636692,0.190862855148988,0,1,0,1,0,1,-0.027087441,0.750817998162237,0.0788113577983968,0.174526239546517,0.0461542534840417,0.485119180235123,-0.143179763,0.0006860529169144,0,1,0,1,0,1,1
X-21845 levels ,met1400,5,0.106110841534012,0.0934922974119206,0.0044721344360538,0.921899504760308,0,1,0,1,0,1,-0.050744028,0.550342724377788,0.0224796926839341,0.750835967275026,-0.035385406,0.594840853121189,-0.004867806,0.92583110420318,0,1,0,1,0,1,1
X-22162 levels ,met1400,5,-0.029747164,0.448551710220922,0,1,0.0035949190011503,0.929463120424799,0.0174609412348947,0.769580317019264,0.101719605448656,0.404385612280706,0.0486448458189812,0.427907253152754,-0.006587634,0.898263792500446,0.069703565591773,0.234897003184593,0.0305022416998381,0.427582581706563,-0.013875477,0.856941304456455,-0.074031372,0.214740302770256,0.117307148441283,0.671134527230813,1
X-22509 levels ,met1400,5,-0.00668507,0.894150878759652,0,1,0,1,0,1,0,1,-0.002406603,0.977315231067875,-0.003600701,0.95707602430175,0.10601049223966,0.0807818432917708,0.0106258870478857,0.826784174006144,0,1,0,1,0,1,1
X-22520 levels ,met1400,5,-0.054112188,0.347968329779373,0,1,-0.059152999,0.556294776285977,-0.002752203,0.986796448903562,-0.107329018,0.540428295834948,-0.032676573,0.68728608140048,0.0007092203791496,0.991520733223354,0.0173248930544003,0.7770188221447,-0.046136847,0.346843047695303,-0.030825174,0.756886356154649,-0.219591186,0.29716893015304,0.318575508753379,0.73082206804987,1
