Row_Name,PhecodeString,coef,lower_CI,upper_CI,pvalue,PhecodeCategory
GDF15,follicular_cysts_of_skin_and_subcutaneous_tissue_status,0.025494325,-0.067767358,0.116308906,0.587286632,Condition of illness
GDF15,seborrhoeic_keratosis_status,-0.212812749,-0.286424858,-0.140240096,1.15E-08,Condition of illness
GDF15,other_disorders_of_skin_and_subcutaneous_tissue_not_elsewhere_classified_status,0.063501088,0.008195035,0.118108318,0.023531707,Condition of illness
GDF15,gout_status,0.673122452,0.609801813,0.735876923,2.52E-97,Condition of illness
GDF15,other_arthritis_status,0.354329859,0.303528195,0.4046755,6.31E-43,Condition of illness
GDF15,gonarthrosis_arthrosis_of_knee_status,0.237929131,0.18489471,0.290372043,9.32E-19,Condition of illness
GDF15,other_arthrosis_status,0.310859088,0.269379082,0.352202298,5.22E-49,Condition of illness
GDF15,acquired_deformities_of_fingers_and_toes_status,-0.047559517,-0.131788324,0.034987362,0.263696758,Condition of illness
GDF15,internal_derangement_of_knee_status,0.021670181,-0.05902359,0.100584244,0.594631883,Condition of illness
GDF15,other_joint_disorders_not_elsewhere_classified_status,0.223120726,0.182284647,0.263777081,7.06E-27,Condition of illness
GDF15,spondylosis_status,0.294232437,0.237811624,0.349932129,7.99E-25,Condition of illness
GDF15,other_intervertebral_disk_disorders_status,0.224142151,0.160277591,0.286822358,3.81E-12,Condition of illness
GDF15,dorsalgia_status,0.229625069,0.18731839,0.271720127,1.47E-26,Condition of illness
GDF15,synovitis_and_tenosynovitis_status,0.194868866,0.117646637,0.27016955,5.49E-07,Condition of illness
GDF15,soft_tissue_disorders_related_to_use_overuse_and_pressure_status,0.129686704,0.041331214,0.215696693,0.003557057,Condition of illness
GDF15,fibroblastic_disorders_status,0.071083927,-0.002405927,0.14315794,0.055609196,Condition of illness
GDF15,shoulder_lesions_status,0.149538613,0.08770979,0.210340676,1.75E-06,Condition of illness
GDF15,other_enthesopathies_status,0.026722621,-0.040769192,0.093011855,0.433655629,Condition of illness
GDF15,other_soft_tissue_disorders_not_elsewhere_classified_status,0.255992366,0.215163599,0.296677717,7.81E-35,Condition of illness
GDF15,osteoporosis_without_pathological_fracture_status,0.384231365,0.318760243,0.44869505,4.42E-31,Condition of illness
GDF15,cystitis_status,0.229347688,0.14809667,0.308407206,2.03E-08,Condition of illness
GDF15,other_disorders_of_urinary_system_status,0.506086846,0.460654059,0.551462945,7.99E-106,Condition of illness
GDF15,benign_mammary_dysplasia_status,-0.18710129,-0.311352616,-0.066198166,0.002786266,Condition of illness
GDF15,unspecified_lump_in_breast_status,-0.026030746,-0.129013079,0.073884245,0.615164839,Condition of illness
GDF15,other_disorders_of_breast_status,0.060197312,-0.046569714,0.163184415,0.260765628,Condition of illness
GDF15,noninflammatory_disorders_of_ovary_fallopian_tube_and_broad_ligament_status,0.075428605,-0.030170424,0.177109138,0.153814319,Condition of illness
GDF15,excessive_frequent_and_irregular_menstruation_status,-0.023290757,-0.103463556,0.055072024,0.564580855,Condition of illness
GDF15,other_abnormal_uterine_and_vaginal_bleeding_status,0.051688818,-0.069456134,0.167153675,0.391974936,Condition of illness
GDF15,pain_and_other_conditions_associated_with_female_genital_organs_and_menstrual_cycle_status,0.063032417,-0.054272924,0.174871273,0.280913561,Condition of illness
GDF15,menopausal_and_other_perimenopausal_disorders_status,-0.007031093,-0.075621019,0.060501252,0.839547994,Condition of illness
LGALS4,varicella_chickenpox_status,-0.146735536,-0.211200443,-0.082679882,7.62E-06,Condition of illness
LGALS4,viral_warts_status,-0.01365041,-0.089615506,0.061663019,0.723560489,Condition of illness
LGALS4,dermatophytosis_status,0.016551665,-0.037908151,0.07069388,0.550218764,Condition of illness
LGALS4,iron_deficiency_anaemia_status,0.532609298,0.482215933,0.582855028,1.30E-95,Condition of illness
LGALS4,other_anaemias_status,0.57543796,0.527920942,0.622876962,9.32E-125,Condition of illness
LGALS4,other_hypothyroidism_status,0.287110795,0.237194097,0.336844289,1.40E-29,Condition of illness
LGALS4,obesity_status,0.479631866,0.437062363,0.52214733,3.30E-108,Condition of illness
LGALS4,disorders_of_lipoprotein_metabolism_and_other_lipidaemias_status,0.670172588,0.636287008,0.70416783,1.00E-10,Condition of illness
LGALS4,migraine_status,0.008117423,-0.055025936,0.070845185,0.800425064,Condition of illness
LGALS4,sleep_disorders_status,0.359116091,0.296847757,0.420958949,8.05E-30,Condition of illness
LGALS4,mononeuropathies_of_upper_limb_status,0.238584079,0.178882771,0.297907069,3.91E-15,Condition of illness
LGALS4,conjunctivitis_status,0.09125175,0.028864164,0.153206413,0.004017788,Condition of illness
LGALS4,other_cataract_status,0.183525737,0.139799228,0.227132462,1.75E-16,Condition of illness
LGALS4,otitis_externa_status,0.030182103,-0.035440487,0.095317007,0.365519978,Condition of illness
LGALS4,other_disorders_of_external_ear_status,-0.059549261,-0.116510566,-0.002939793,0.039831438,Condition of illness
LGALS4,otalgia_and_effusion_of_ear_status,0.042604824,-0.034271923,0.118795933,0.275246463,Condition of illness
LGALS4,atrial_fibrillation_and_flutter_status,0.355505828,0.309045162,0.401871098,6.01E-51,Condition of illness
LGALS4,phlebitis_and_thrombophlebitis_status,0.090903554,0.022594848,0.158676683,0.008829957,Condition of illness
LGALS4,varicose_veins_of_lower_extremities_status,-0.007472619,-0.071136094,0.055744386,0.817419459,Condition of illness
LGALS4,haemorrhoids_status,0.149922971,0.094516944,0.205002276,1.04E-07,Condition of illness
LGALS4,acute_sinusitis_status,-0.002166669,-0.067685759,0.062890078,0.948138907,Condition of illness
LGALS4,acute_pharyngitis_status,0.079490179,0.01639721,0.142142495,0.01320461,Condition of illness
LGALS4,acute_tonsillitis_status,-0.082141507,-0.153302989,-0.011511319,0.023156802,Condition of illness
LGALS4,acute_upper_respiratory_infections_of_multiple_and_unspecified_sites_status,0.036033047,-0.008395479,0.080277481,0.111157107,Condition of illness
LGALS4,pneumonia_organism_unspecified_status,0.40640169,0.360953587,0.451755129,6.40E-69,Condition of illness
LGALS4,unspecified_acute_lower_respiratory_infection_status,0.265254988,0.226798729,0.303642018,1.01E-41,Condition of illness
LGALS4,vasomotor_and_allergic_rhinitis_status,-0.083304894,-0.130295116,-0.036532487,4.96E-04,Condition of illness
LGALS4,other_disorders_of_nose_and_nasal_sinuses_status,0.070253593,-0.001181931,0.141087662,0.05290659,Condition of illness
LGALS4,asthma_status,0.140979046,0.101989806,0.179860096,1.28E-12,Condition of illness
LGALS4,gastro_oesophageal_reflux_Medical_history_status,0.109698268,0.07265195,0.146656562,6.22E-09,Condition of illness
LGALS4,gastritis_and_duodenitis_status,0.284640999,0.245158133,0.324050958,2.05E-45,Condition of illness
LGALS4,dyspepsia_status,0.052476468,-0.015366364,0.119796121,0.12803201,Condition of illness
LGALS4,inguinal_hernia_status,-0.134889864,-0.191391464,-0.078724404,2.69E-06,Condition of illness
LGALS4,diaphragmatic_hernia_status,0.168425817,0.127250969,0.209482445,9.83E-16,Condition of illness
LGALS4,other_non_infective_gastro_enteritis_and_colitis_status,0.332065391,0.278860728,0.385006279,1.42E-34,Condition of illness
LGALS4,diverticular_Medical_history_of_intestine_status,0.170798997,0.132425634,0.209089058,2.47E-18,Condition of illness
LGALS4,irritable_bowel_syndrome_status,0.105584161,0.051356699,0.15951956,1.30E-04,Condition of illness
LGALS4,other_functional_intestinal_disorders_status,0.282559377,0.235349879,0.329596961,6.83E-32,Condition of illness
LGALS4,other_Medical_historys_of_anus_and_rectum_status,0.200867242,0.155939471,0.245626578,1.64E-18,Condition of illness
LGALS4,haemorrhoids_and_perianal_venous_thrombosis_status,0.010473482,-0.034806742,0.055554367,0.649558462,Condition of illness
LGALS4,cholelithiasis_status,0.298348855,0.246643139,0.349823626,8.75E-30,Condition of illness
LGALS4,cellulitis_status,0.366008087,0.315762532,0.416047128,1.97E-46,Condition of illness
LGALS4,atopic_dermatitis_status,0.001083651,-0.074733249,0.076246496,0.977554691,Condition of illness
LGALS4,other_dermatitis_status,0.102988001,0.058104494,0.147686598,6.58E-06,Condition of illness
LGALS4,skin_changes_due_to_chronic_exposure_to_nonionising_radiation_status,-0.059183722,-0.126411827,0.007545207,0.083290918,Condition of illness
LGALS4,follicular_cysts_of_skin_and_subcutaneous_tissue_status,-0.003918929,-0.081328347,0.072794573,0.920604793,Condition of illness
LGALS4,seborrhoeic_keratosis_status,-0.121577904,-0.178694674,-0.064807541,2.86E-05,Condition of illness
LGALS4,other_disorders_of_skin_and_subcutaneous_tissue_not_elsewhere_classified_status,-9.47E-04,-0.046937823,0.044839877,0.967735325,Condition of illness
LGALS4,gout_status,0.78097768,0.720260063,0.841634487,2.13E-140,Condition of illness
LGALS4,other_arthritis_status,0.266157237,0.220614243,0.311552679,1.80E-30,Condition of illness
LGALS4,gonarthrosis_arthrosis_of_knee_status,0.17183893,0.125600114,0.21790112,2.92E-13,Condition of illness
LGALS4,other_arthrosis_status,0.234299819,0.198526871,0.270041207,9.40E-38,Condition of illness
LGALS4,acquired_deformities_of_fingers_and_toes_status,-0.015996448,-0.083123934,0.050660067,0.639274874,Condition of illness
LGALS4,internal_derangement_of_knee_status,0.019252489,-0.047371868,0.085373043,0.56968039,Condition of illness
LGALS4,other_joint_disorders_not_elsewhere_classified_status,0.121685319,0.086632226,0.156672055,9.72E-12,Condition of illness
LGALS4,spondylosis_status,0.206674852,0.156405537,0.256723924,6.69E-16,Condition of illness
LGALS4,other_intervertebral_disk_disorders_status,0.160932723,0.104607771,0.216916645,1.94E-08,Condition of illness
LGALS4,dorsalgia_status,0.14594013,0.109344139,0.182457519,5.09E-15,Condition of illness
LGALS4,synovitis_and_tenosynovitis_status,0.149194303,0.082042929,0.215824676,1.23E-05,Condition of illness
LGALS4,soft_tissue_disorders_related_to_use_overuse_and_pressure_status,0.082770889,0.007815405,0.1570568,0.029702661,Condition of illness
LGALS4,fibroblastic_disorders_status,0.061439157,-3.90E-05,0.122492475,0.049352527,Condition of illness
LGALS4,shoulder_lesions_status,0.117439073,0.064504981,0.170083189,1.30E-05,Condition of illness
LGALS4,other_enthesopathies_status,0.070473817,0.015332843,0.125290135,0.011991205,Condition of illness
LGALS4,other_soft_tissue_disorders_not_elsewhere_classified_status,0.164143601,0.128988651,0.199240563,5.23E-20,Condition of illness
LGALS4,osteoporosis_without_pathological_fracture_status,0.211359479,0.152164952,0.27025579,2.28E-12,Condition of illness
LGALS4,cystitis_status,0.14102355,0.069683146,0.211808983,1.00E-04,Condition of illness
LGALS4,other_disorders_of_urinary_system_status,0.310088602,0.269362642,0.350737573,1.87E-50,Condition of illness
LGALS4,benign_mammary_dysplasia_status,-0.11837829,-0.212468928,-0.025161852,0.013236184,Condition of illness
LGALS4,unspecified_lump_in_breast_status,-0.020557936,-0.102583712,0.060792694,0.621834476,Condition of illness
LGALS4,other_disorders_of_breast_status,0.084260227,-0.002718505,0.170446166,0.056468786,Condition of illness
LGALS4,noninflammatory_disorders_of_ovary_fallopian_tube_and_broad_ligament_status,0.054109189,-0.033922233,0.141347554,0.226214886,Condition of illness
LGALS4,excessive_frequent_and_irregular_menstruation_status,-0.018497587,-0.084175511,0.04681942,0.579889849,Condition of illness
LGALS4,other_abnormal_uterine_and_vaginal_bleeding_status,0.052051493,-0.048154673,0.151222626,0.306135861,Condition of illness
LGALS4,pain_and_other_conditions_associated_with_female_genital_organs_and_menstrual_cycle_status,0.076734449,-0.021259927,0.173751395,0.122967627,Condition of illness
LGALS4,menopausal_and_other_perimenopausal_disorders_status,0.042694294,-0.012105699,0.097270374,0.125971104,Condition of illness
APOM,varicella_chickenpox_status,0.20998265,0.089038685,0.331049667,6.71E-04,Condition of illness
APOM,viral_warts_status,0.087744332,-0.058277014,0.234046959,0.239387039,Condition of illness
APOM,dermatophytosis_status,-0.075119618,-0.180216732,0.030156431,0.16160163,Condition of illness
APOM,iron_deficiency_anaemia_status,-0.567427109,-0.670531237,-0.464160752,4.35E-27,Condition of illness
APOM,other_anaemias_status,-0.486745833,-0.58432719,-0.389046419,1.50E-22,Condition of illness
APOM,other_hypothyroidism_status,-0.49481,-0.594063144,-0.395460585,1.57E-22,Condition of illness
APOM,obesity_status,-1.110163528,-1.196435691,-1.023989651,1.60E-140,Condition of illness
APOM,disorders_of_lipoprotein_metabolism_and_other_lipidaemias_status,-0.498166888,-0.562921921,-0.433508964,1.89E-51,Condition of illness
APOM,migraine_status,-0.119876736,-0.241052078,0.001517297,0.052726676,Condition of illness
APOM,sleep_disorders_status,-0.623505502,-0.748851363,-0.49775437,2.17E-22,Condition of illness
APOM,mononeuropathies_of_upper_limb_status,-0.222815194,-0.341765887,-0.103598356,2.45E-04,Condition of illness
APOM,conjunctivitis_status,-0.181316859,-0.302992683,-0.059357206,0.003532217,Condition of illness
APOM,other_cataract_status,-0.13478839,-0.221309966,-0.048196353,0.002271964,Condition of illness
APOM,otitis_externa_status,-0.182461662,-0.308958796,-0.05564393,0.004751761,Condition of illness
APOM,other_disorders_of_external_ear_status,0.101275468,-0.007876219,0.210592567,0.069182158,Condition of illness
APOM,otalgia_and_effusion_of_ear_status,-0.00760017,-0.156258748,0.14141646,0.92028496,Condition of illness
APOM,atrial_fibrillation_and_flutter_status,-0.686720787,-0.780239273,-0.593224845,5.60E-47,Condition of illness
APOM,phlebitis_and_thrombophlebitis_status,-0.382351756,-0.514897068,-0.249386706,1.65E-08,Condition of illness
APOM,varicose_veins_of_lower_extremities_status,-0.323706691,-0.445643341,-0.201455476,2.03E-07,Condition of illness
APOM,haemorrhoids_status,-0.197315283,-0.306353281,-0.088059733,3.95E-04,Condition of illness
APOM,acute_sinusitis_status,-0.080798436,-0.206650403,0.04530498,0.208748604,Condition of illness
APOM,acute_pharyngitis_status,-0.103580431,-0.226222039,0.019315991,0.098186917,Condition of illness
APOM,acute_tonsillitis_status,-0.089603792,-0.224095088,0.04516074,0.192090199,Condition of illness
APOM,acute_upper_respiratory_infections_of_multiple_and_unspecified_sites_status,-0.225451359,-0.311337437,-0.139475441,2.71E-07,Condition of illness
APOM,pneumonia_organism_unspecified_status,-0.345077372,-0.43703595,-0.253041284,1.95E-13,Condition of illness
APOM,unspecified_acute_lower_respiratory_infection_status,-0.362119774,-0.438464101,-0.285759581,1.46E-20,Condition of illness
APOM,vasomotor_and_allergic_rhinitis_status,0.070518816,-0.018924759,0.160065291,0.122496062,Condition of illness
APOM,other_disorders_of_nose_and_nasal_sinuses_status,-0.121961885,-0.2613005,0.017757363,0.086694389,Condition of illness
APOM,asthma_status,-0.106244935,-0.182710631,-0.029719354,0.006484203,Condition of illness
APOM,gastro_oesophageal_reflux_Medical_history_status,-0.169357065,-0.241876463,-0.096806066,4.73E-06,Condition of illness
APOM,gastritis_and_duodenitis_status,-0.212250719,-0.290842663,-0.133614114,1.21E-07,Condition of illness
APOM,dyspepsia_status,-0.101952054,-0.23402906,0.030453453,0.130794938,Condition of illness
APOM,inguinal_hernia_status,0.080062322,-0.02755099,0.187837521,0.145086122,Condition of illness
APOM,diaphragmatic_hernia_status,-0.071334375,-0.152667499,0.01007127,0.085746823,Condition of illness
APOM,other_non_infective_gastro_enteritis_and_colitis_status,-0.343226963,-0.450674706,-0.235564938,3.98E-10,Condition of illness
APOM,diverticular_Medical_history_of_intestine_status,-0.100236245,-0.175893192,-0.024534034,0.00943197,Condition of illness
APOM,irritable_bowel_syndrome_status,-0.057622416,-0.163836704,0.048747936,0.287982061,Condition of illness
APOM,other_functional_intestinal_disorders_status,-0.270955717,-0.365532416,-0.176259677,2.00E-08,Condition of illness
APOM,other_Medical_historys_of_anus_and_rectum_status,-0.163840196,-0.253040907,-0.074532412,3.21E-04,Condition of illness
APOM,haemorrhoids_and_perianal_venous_thrombosis_status,-0.112500728,-0.199817939,-0.025080289,0.011606744,Condition of illness
APOM,cholelithiasis_status,-0.689345582,-0.792413702,-0.586146761,3.23E-39,Condition of illness
APOM,cellulitis_status,-0.505465158,-0.606814603,-0.403951589,1.56E-22,Condition of illness
APOM,atopic_dermatitis_status,-0.011629504,-0.15746025,0.13454308,0.87594952,Condition of illness
APOM,other_dermatitis_status,-0.114563966,-0.202013637,-0.027012013,0.010279608,Condition of illness
APOM,skin_changes_due_to_chronic_exposure_to_nonionising_radiation_status,0.105464838,-0.023629805,0.234802324,0.109672108,Condition of illness
APOM,follicular_cysts_of_skin_and_subcutaneous_tissue_status,-0.225244363,-0.373235343,-0.076754723,0.002902563,Condition of illness
APOM,seborrhoeic_keratosis_status,0.022705426,-0.085622909,0.131206211,0.681459646,Condition of illness
APOM,other_disorders_of_skin_and_subcutaneous_tissue_not_elsewhere_classified_status,-0.028967063,-0.117744456,0.059915745,0.522733814,Condition of illness
APOM,gout_status,-0.463777682,-0.591194021,-0.336069989,1.03E-12,Condition of illness
APOM,other_arthritis_status,-0.242200879,-0.332998672,-0.151308096,1.74E-07,Condition of illness
APOM,gonarthrosis_arthrosis_of_knee_status,-0.347539123,-0.438649238,-0.256342661,7.84E-14,Condition of illness
APOM,other_arthrosis_status,-0.255442963,-0.325997256,-0.184896803,1.27E-12,Condition of illness
APOM,acquired_deformities_of_fingers_and_toes_status,0.231357031,0.101207868,0.361674053,4.98E-04,Condition of illness
APOM,internal_derangement_of_knee_status,-0.116837451,-0.245036457,0.011665328,0.074411446,Condition of illness
APOM,other_joint_disorders_not_elsewhere_classified_status,-0.168850296,-0.237407558,-0.100273143,1.39E-06,Condition of illness
APOM,spondylosis_status,-0.231241251,-0.331215642,-0.131126412,5.89E-06,Condition of illness
APOM,other_intervertebral_disk_disorders_status,-0.329862284,-0.440399455,-0.21908288,5.14E-09,Condition of illness
APOM,dorsalgia_status,-0.210658059,-0.282408355,-0.138881562,8.74E-09,Condition of illness
APOM,synovitis_and_tenosynovitis_status,-0.12341802,-0.255859569,0.009355329,0.068143853,Condition of illness
APOM,soft_tissue_disorders_related_to_use_overuse_and_pressure_status,0.020757605,-0.125843752,0.167704166,0.781649917,Condition of illness
APOM,fibroblastic_disorders_status,-0.083498962,-0.203161927,0.036417096,0.171892888,Condition of illness
APOM,shoulder_lesions_status,-0.064486658,-0.168544883,0.039745012,0.224898754,Condition of illness
APOM,other_enthesopathies_status,-0.012752581,-0.120188706,0.094858736,0.816186151,Condition of illness
APOM,other_soft_tissue_disorders_not_elsewhere_classified_status,-0.299468196,-0.368470071,-0.230467124,1.79E-17,Condition of illness
APOM,osteoporosis_without_pathological_fracture_status,0.187672969,0.068497964,0.307038794,0.002041682,Condition of illness
APOM,cystitis_status,-0.168108198,-0.308190782,-0.027680664,0.018813074,Condition of illness
APOM,other_disorders_of_urinary_system_status,-0.476105865,-0.557251533,-0.394947749,1.33E-30,Condition of illness
APOM,benign_mammary_dysplasia_status,0.11234563,-0.067018528,0.29196251,0.219949429,Condition of illness
APOM,unspecified_lump_in_breast_status,0.059022064,-0.098729495,0.217007787,0.463727401,Condition of illness
APOM,other_disorders_of_breast_status,-0.111825298,-0.281419292,0.058146293,0.196772442,Condition of illness
APOM,noninflammatory_disorders_of_ovary_fallopian_tube_and_broad_ligament_status,-0.084586379,-0.255463469,0.086633888,0.332463334,Condition of illness
APOM,excessive_frequent_and_irregular_menstruation_status,-0.070877697,-0.197220828,0.055567257,0.271727201,Condition of illness
APOM,other_abnormal_uterine_and_vaginal_bleeding_status,-0.012467948,-0.207462619,0.182846279,0.900363456,Condition of illness
APOM,pain_and_other_conditions_associated_with_female_genital_organs_and_menstrual_cycle_status,0.10216308,-0.089193265,0.293706952,0.295664597,Condition of illness
APOM,menopausal_and_other_perimenopausal_disorders_status,-0.086173921,-0.193155926,0.020888206,0.114520292,Condition of illness
EGFR,varicella_chickenpox_status,0.226017638,0.022562163,0.429514299,0.029473363,Condition of illness
EGFR,viral_warts_status,-0.157908991,-0.406227385,0.090696326,0.212929733,Condition of illness
EGFR,dermatophytosis_status,0.010230042,-0.171222113,0.191792623,0.91204068,Condition of illness
EGFR,iron_deficiency_anaemia_status,-1.489394986,-1.668029028,-1.310808841,4.73E-60,Condition of illness
EGFR,other_anaemias_status,-1.439157108,-1.609456167,-1.268970033,1.16E-61,Condition of illness
EGFR,other_hypothyroidism_status,-0.488164352,-0.657667104,-0.318604967,1.66E-08,Condition of illness
EGFR,obesity_status,-0.719680056,-0.868956499,-0.570412086,3.40E-21,Condition of illness
EGFR,disorders_of_lipoprotein_metabolism_and_other_lipidaemias_status,-0.242837177,-0.354602976,-0.131133485,2.05E-05,Condition of illness
EGFR,migraine_status,-0.409549199,-0.613970564,-0.204944676,8.68E-05,Condition of illness
EGFR,sleep_disorders_status,-0.726896042,-0.946664754,-0.506677762,9.42E-11,Condition of illness
EGFR,mononeuropathies_of_upper_limb_status,-0.171876814,-0.37668608,0.033117679,0.100175066,Condition of illness
EGFR,conjunctivitis_status,-0.316612463,-0.524766963,-0.108222822,0.002888226,Condition of illness
EGFR,other_cataract_status,-0.170105918,-0.320934416,-0.019268499,0.027073937,Condition of illness
EGFR,otitis_externa_status,-0.379988719,-0.597324567,-0.162327765,6.17E-04,Condition of illness
EGFR,other_disorders_of_external_ear_status,-0.005797421,-0.194816484,0.183346266,0.952078807,Condition of illness
EGFR,otalgia_and_effusion_of_ear_status,0.146952258,-0.106966979,0.400978605,0.256809634,Condition of illness
EGFR,atrial_fibrillation_and_flutter_status,-0.927549728,-1.093687718,-0.761537497,6.87E-28,Condition of illness
EGFR,phlebitis_and_thrombophlebitis_status,-0.606964331,-0.837998974,-0.3754536,2.69E-07,Condition of illness
EGFR,varicose_veins_of_lower_extremities_status,-0.673737012,-0.884483826,-0.462640864,3.84E-10,Condition of illness
EGFR,haemorrhoids_status,-0.503654134,-0.692363821,-0.314728941,1.71E-07,Condition of illness
EGFR,acute_sinusitis_status,-0.260400686,-0.474006932,-0.046595714,0.01693505,Condition of illness
EGFR,acute_pharyngitis_status,-0.056753758,-0.265640913,0.152279128,0.594484718,Condition of illness
EGFR,acute_tonsillitis_status,-0.201730099,-0.428958778,0.025695569,0.08200082,Condition of illness
EGFR,acute_upper_respiratory_infections_of_multiple_and_unspecified_sites_status,-0.155294583,-0.302448565,-0.008084538,0.038628596,Condition of illness
EGFR,pneumonia_organism_unspecified_status,-1.194829892,-1.357224898,-1.032573575,3.47E-47,Condition of illness
EGFR,unspecified_acute_lower_respiratory_infection_status,-0.758559344,-0.890779893,-0.626419048,2.36E-29,Condition of illness
EGFR,vasomotor_and_allergic_rhinitis_status,0.014982556,-0.137112284,0.167132418,0.846929814,Condition of illness
EGFR,other_disorders_of_nose_and_nasal_sinuses_status,-0.179319194,-0.419780643,0.061479726,0.144159553,Condition of illness
EGFR,asthma_status,-0.277881542,-0.408815426,-0.146931593,3.19E-05,Condition of illness
EGFR,gastro_oesophageal_reflux_Medical_history_status,-0.436679718,-0.561857444,-0.311537039,8.01E-12,Condition of illness
EGFR,gastritis_and_duodenitis_status,-0.670473374,-0.806999773,-0.534008285,6.11E-22,Condition of illness
EGFR,dyspepsia_status,-0.151781517,-0.378709388,0.075405364,0.190160898,Condition of illness
EGFR,inguinal_hernia_status,-0.362272994,-0.555382865,-0.169080231,2.37E-04,Condition of illness
EGFR,diaphragmatic_hernia_status,-0.53057265,-0.671362357,-0.389806323,1.50E-13,Condition of illness
EGFR,other_non_infective_gastro_enteritis_and_colitis_status,-0.781033089,-0.966689252,-0.595181389,1.70E-16,Condition of illness
EGFR,diverticular_Medical_history_of_intestine_status,-0.56888391,-0.700417293,-0.437412704,2.27E-17,Condition of illness
EGFR,irritable_bowel_syndrome_status,-0.025919004,-0.206089094,0.15432827,0.778016187,Condition of illness
EGFR,other_functional_intestinal_disorders_status,-0.887917912,-1.051978559,-0.723853355,2.74E-26,Condition of illness
EGFR,other_Medical_historys_of_anus_and_rectum_status,-0.486915243,-0.641352098,-0.332419133,6.48E-10,Condition of illness
EGFR,haemorrhoids_and_perianal_venous_thrombosis_status,-0.152526624,-0.302968777,-0.002015708,0.046947703,Condition of illness
EGFR,cholelithiasis_status,-0.84944518,-1.02809573,-0.670679876,1.20E-20,Condition of illness
EGFR,cellulitis_status,-0.703989748,-0.880852404,-0.526987337,6.26E-15,Condition of illness
EGFR,atopic_dermatitis_status,-0.217023733,-0.465328954,0.031605587,0.086934543,Condition of illness
EGFR,other_dermatitis_status,-0.228336521,-0.378383024,-0.078226434,0.002862513,Condition of illness
EGFR,skin_changes_due_to_chronic_exposure_to_nonionising_radiation_status,-0.09472023,-0.318548655,0.129286739,0.407069225,Condition of illness
EGFR,follicular_cysts_of_skin_and_subcutaneous_tissue_status,-0.084896883,-0.340774184,0.171290453,0.515796394,Condition of illness
EGFR,seborrhoeic_keratosis_status,0.094883781,-0.092109538,0.281954351,0.320079002,Condition of illness
EGFR,other_disorders_of_skin_and_subcutaneous_tissue_not_elsewhere_classified_status,-0.118810737,-0.271409908,0.033848478,0.127086414,Condition of illness
EGFR,gout_status,-0.801953659,-1.030871755,-0.572767111,6.77E-12,Condition of illness
EGFR,other_arthritis_status,-0.517894939,-0.675042421,-0.360718037,1.06E-10,Condition of illness
EGFR,gonarthrosis_arthrosis_of_knee_status,-0.424224176,-0.583286112,-0.265115438,1.73E-07,Condition of illness
EGFR,other_arthrosis_status,-0.529968942,-0.652153461,-0.407873272,1.82E-17,Condition of illness
EGFR,acquired_deformities_of_fingers_and_toes_status,0.104645824,-0.114649359,0.323995393,0.349717039,Condition of illness
EGFR,internal_derangement_of_knee_status,0.223879449,0.002013537,0.445845437,0.04801827,Condition of illness
EGFR,other_joint_disorders_not_elsewhere_classified_status,-0.317241106,-0.435264379,-0.199241228,1.37E-07,Condition of illness
EGFR,spondylosis_status,-0.466703233,-0.640297319,-0.29302171,1.38E-07,Condition of illness
EGFR,other_intervertebral_disk_disorders_status,-0.416406646,-0.607816944,-0.224780901,2.03E-05,Condition of illness
EGFR,dorsalgia_status,-0.48113269,-0.604549782,-0.357755364,2.14E-14,Condition of illness
EGFR,synovitis_and_tenosynovitis_status,0.057482132,-0.169692407,0.284790816,0.620067907,Condition of illness
EGFR,soft_tissue_disorders_related_to_use_overuse_and_pressure_status,-0.246421652,-0.498990995,0.006556766,0.056061878,Condition of illness
EGFR,fibroblastic_disorders_status,0.008036056,-0.200475748,0.21671319,0.939813721,Condition of illness
EGFR,shoulder_lesions_status,-0.137407034,-0.316789517,0.042105025,0.133413446,Condition of illness
EGFR,other_enthesopathies_status,0.073192609,-0.111333335,0.257815869,0.437038218,Condition of illness
EGFR,other_soft_tissue_disorders_not_elsewhere_classified_status,-0.40582595,-0.524371336,-0.287320143,1.93E-11,Condition of illness
EGFR,osteoporosis_without_pathological_fracture_status,-1.026462372,-1.227930992,-0.824963372,1.76E-23,Condition of illness
EGFR,cystitis_status,-0.464010583,-0.701154795,-0.226539426,1.27E-04,Condition of illness
EGFR,other_disorders_of_urinary_system_status,-0.901029221,-1.041107687,-0.76104608,1.82E-36,Condition of illness
EGFR,benign_mammary_dysplasia_status,0.019844824,-0.277717099,0.317393579,0.896010349,Condition of illness
EGFR,unspecified_lump_in_breast_status,-0.152342819,-0.415012722,0.110447928,0.25578844,Condition of illness
EGFR,other_disorders_of_breast_status,-0.127515408,-0.410703236,0.155816835,0.377647159,Condition of illness
EGFR,noninflammatory_disorders_of_ovary_fallopian_tube_and_broad_ligament_status,-0.190287924,-0.474527962,0.094138754,0.189658174,Condition of illness
EGFR,excessive_frequent_and_irregular_menstruation_status,-0.126829307,-0.336661733,0.083008912,0.236152754,Condition of illness
EGFR,other_abnormal_uterine_and_vaginal_bleeding_status,-0.18163078,-0.505106429,0.142081042,0.271335118,Condition of illness
EGFR,pain_and_other_conditions_associated_with_female_genital_organs_and_menstrual_cycle_status,-0.320041565,-0.636995537,-0.002777157,0.047938794,Condition of illness
